E0201,P0201,CAJA100,100,0.89,1
E0202,P0202,PAQ20,20,0.93,1
E0203,P0203,CAJA100,100,0.89,1
E0204,P0204,CAJA12,12,0.90,1
E0205,P0205,PAQ50,50,0.90,1
E0206,P0206,CAJA100,100,0.87,1
E0207,P0207,CAJA100,100,0.84,1
E0208,P0208,CAJA100,100,0.88,1
E0209,P0209,CAJA24,24,0.84,1
E0210,P0210,PAQ25,25,0.97,1
E0211,P0211,PAQ10,10,0.85,1
E0212,P0002,CAJA24,24,0.90,1
E0213,P0213,PAQ20,20,0.85,1
E0214,P0214,CAJA48,48,0.89,1
E0215,P0215,PAQ20,20,0.86,1
E0216,P0216,PAQ25,25,0.88,1
E0217,P0217,PAQ50,50,0.84,1
E0218,P0218,CAJA100,100,0.85,1
E0219,P0219,CAJA12,12,0.90,1
E0220,P0220,PAQ25,25,0.97,1
E0221,P0221,PAQ25,25,0.92,1
E0222,P0222,PAQ10,10,0.89,1
E0223,P0223,CAJA24,24,0.88,1
E0224,P0224,CAJA24,24,0.93,1
E0225,P0225,PAQ25,25,0.94,1
E0226,P0226,CAJA12,12,0.83,1
E0227,P0227,CAJA48,48,0.92,1
E0228,P0228,PAQ50,50,0.87,1
E0229,P0229,PAQ25,25,0.86,1
E0230,P0230,PAQ50,50,0.87,1
E0231,P0231,PAQ50,50,0.85,1
E0232,P0232,CAJA24,24,0.89,1
E0233,P0233,PAQ10,10,0.90,1
E0234,P0234,PAQ50,50,0.86,1
E0235,P0235,PAQ10,10,0.97,1
E0236,P0236,CAJA100,100,0.88,1
E0237,P0237,PAQ25,25,0.96,1
E0238,P0238,CAJA24,24,0.84,1
E0239,P0239,PAQ20,20,0.83,1
E0240,P0240,PAQ50,50,0.88,1
E0241,P0241,PAQ10,10,0.94,1
E0242,P0242,CAJA24,24,0.88,1
E0243,P0243,CAJA100,100,0.90,1
E0244,P0244,PAQ50,50,0.95,1
E0245,P0245,CAJA24,24,0.83,1
E0246,P0246,PAQ25,25,0.90,1
E0247,P0247,CAJA48,48,0.95,1
E0248,P0248,CAJA24,24,0.94,1
E0249,P0249,PAQ50,50,0.89,1
E0250,P0250,PAQ10,10,0.91,1
E0251,P0251,PAQ20,20,0.87,1
E0252,P0002,CAJA48,48,0.88,1
E0253,P0253,CAJA48,48,0.94,1
E0254,P0254,CAJA48,48,0.84,1
E0255,P0255,CAJA24,24,0.85,1
E0256,P0256,CAJA100,100,0.96,1
E0257,P0257,CAJA12,12,0.95,1
E0258,P0258,CAJA12,12,0.82,1
E0259,P0259,PAQ20,20,0.87,1
E0260,P0260,CAJA12,12,0.87,1
E0261,P0261,CAJA100,100,0.89,1
E0262,P0262,CAJA12,12,0.95,1
E0263,P0263,CAJA24,24,0.87,1
E0264,P0264,PAQ25,25,0.84,1
E0265,P0265,PAQ25,25,0.88,1
E0266,P0266,CAJA24,24,0.89,1
E0267,P0267,CAJA24,24,0.97,1
E0268,P0268,PAQ50,50,0.84,1
E0269,P0269,PAQ20,20,0.96,1
E0270,P0270,CAJA48,48,0.89,1
E0271,P0271,CAJA24,24,0.92,1
E0272,P0272,PAQ25,25,0.91,1
E0273,P0273,PAQ20,20,0.93,1
E0274,P0274,PAQ10,10,0.94,1
E0275,P0275,PAQ20,20,0.83,1
E0276,P0276,CAJA100,100,0.86,1
E0277,P0277,PAQ50,50,0.96,1
E0278,P0278,CAJA24,24,0.94,1
E0279,P0279,CAJA24,24,0.94,1
E0280,P0280,CAJA24,24,0.82,1
E0281,P0281,CAJA12,12,0.85,1
E0282,P0282,PAQ10,10,0.85,1
E0283,P0283,CAJA24,24,0.97,1
E0284,P0284,CAJA12,12,0.85,1
E0285,P0285,CAJA48,48,0.88,1
E0286,P0286,CAJA100,100,0.85,1
E0287,P0287,PAQ50,50,0.97,1
E0288,P0288,PAQ50,50,0.88,1
E0289,P0289,CAJA24,24,0.92,1
E0290,P0290,PAQ25,25,0.87,1
E0291,P0291,PAQ50,50,0.89,1
E0292,P0292,CAJA48,48,0.95,1
E0293,P0293,CAJA48,48,0.89,1
E0294,P0294,CAJA24,24,0.94,1
E0295,P0295,PAQ25,25,0.95,1
E0296,P0296,CAJA48,48,0.90,1
E0297,P0297,PAQ25,25,0.86,1
E0298,P0298,PAQ20,20,0.96,1
E0299,P0299,CAJA24,24,0.86,1
E0300,P0300,CAJA24,24,0.94,1
E0301,P0301,CAJA12,12,0.89,1
E0302,P0302,PAQ20,20,0.94,1
E0303,P0303,CAJA24,24,0.89,1
E0304,P0304,CAJA24,24,0.95,1
E0305,P0305,CAJA24,24,0.95,1
E0306,P0306,CAJA100,100,0.85,1
E0307,P0307,PAQ25,25,0.97,1
E0308,P0308,CAJA48,48,0.89,1
E0309,P0309,PAQ10,10,0.89,1
E0310,P0310,CAJA100,100,0.82,1
E0311,P0311,CAJA12,12,0.94,1
E0312,P0312,CAJA100,100,0.84,1
E0313,P0313,CAJA12,12,0.84,1
E0314,P0314,PAQ25,25,0.87,1
E0315,P0315,PAQ25,25,0.87,1
E0316,P0316,PAQ50,50,0.85,1
E0317,P0317,PAQ20,20,0.93,1
E0318,P0318,CAJA100,100,0.90,1
E0319,P0319,CAJA100,100,0.91,1
E0320,P0320,PAQ20,20,0.90,1
E0321,P0321,PAQ20,20,0.83,1
E0322,P0322,PAQ25,25,0.93,1
E0323,P0323,CAJA12,12,0.97,1
E0324,P0324,PAQ25,25,0.84,1
E0325,P0325,PAQ50,50,0.95,1
E0326,P0326,CAJA12,12,0.84,1
E0327,P0327,PAQ20,20,0.93,1
E0328,P0328,PAQ25,25,0.84,1
E0329,P0329,CAJA24,24,0.82,1
E0330,P0330,PAQ20,20,0.84,1
E0331,P0331,CAJA48,48,0.96,1
E0332,P0332,CAJA100,100,0.88,1
E0333,P0333,CAJA12,12,0.96,1
E0334,P0334,CAJA100,100,0.88,1
E0335,P0335,CAJA12,12,0.83,1
E0336,P0336,PAQ25,25,0.84,1
E0337,P0337,CAJA100,100,0.92,1
E0338,P0338,CAJA12,12,0.90,1
E0339,P0339,PAQ20,20,0.92,1
E0340,P0340,CAJA100,100,0.83,1
E0341,P0341,CAJA24,24,0.94,1
E0342,P0342,CAJA100,100,0.95,1
E0343,P0343,CAJA12,12,0.96,1
E0344,P0344,CAJA24,24,0.93,1
E0345,P0345,PAQ10,10,0.89,1
E0346,P0346,CAJA48,48,0.90,1
E0347,P0347,PAQ20,20,0.92,1
E0348,P0348,CAJA24,24,0.95,1
E0349,P0349,CAJA48,48,0.94,1
E0350,P0350,CAJA48,48,0.83,1
E0351,P0351,CAJA24,24,0.90,1
E0352,P0352,PAQ10,10,0.91,1
E0353,P0353,CAJA24,24,0.90,1
E0354,P0354,PAQ50,50,0.96,1
E0355,P0355,PAQ20,20,0.84,1
E0356,P0356,PAQ50,50,0.91,1
E0357,P0357,PAQ20,20,0.93,1
E0358,P0358,PAQ50,50,0.91,1
E0359,P0359,CAJA12,12,0.89,1
E0360,P0360,CAJA48,48,0.91,1
E0361,P0361,CAJA24,24,0.94,1
E0362,P0362,CAJA48,48,0.89,1
E0363,P0363,PAQ25,25,0.84,1
E0364,P0364,CAJA12,12,0.90,1
E0365,P0365,CAJA24,24,0.91,1
E0366,P0366,PAQ20,20,0.87,1
E0367,P0367,CAJA48,48,0.82,1
E0368,P0368,CAJA24,24,0.89,1
E0369,P0369,PAQ20,20,0.95,1
E0370,P0370,PAQ50,50,0.87,1
E0371,P0371,CAJA24,24,0.90,1
E0372,P0372,CAJA48,48,0.83,1
E0373,P0373,PAQ50,50,0.88,1
E0374,P0374,CAJA100,100,0.91,1
E0375,P0375,CAJA24,24,0.87,1
E0376,P0376,PAQ20,20,0.90,1
E0377,P0377,CAJA100,100,0.94,1
E0378,P0378,PAQ50,50,0.96,1
E0379,P0379,CAJA12,12,0.84,1
E0380,P0380,PAQ20,20,0.82,1
E0381,P0381,PAQ20,20,0.87,1
E0382,P0382,PAQ25,25,0.97,1
E0383,P0383,CAJA100,100,0.95,1
E0384,P0384,CAJA100,100,0.87,1
E0385,P0385,CAJA48,48,0.90,1
E0386,P0386,PAQ25,25,0.89,1
E0387,P0387,CAJA12,12,0.92,1
E0388,P0388,PAQ20,20,0.90,1
E0389,P0389,PAQ10,10,0.95,1
E0390,P0390,CAJA12,12,0.93,1
E0391,P0391,CAJA24,24,0.92,1
E0392,P0392,PAQ20,20,0.87,1
E0393,P0393,PAQ20,20,0.93,1
E0394,P0394,CAJA12,12,0.83,1
E0395,P0395,PAQ20,20,0.92,1
E0396,P0396,PAQ25,25,0.94,1
E0397,P0397,PAQ50,50,0.83,1
E0398,P0398,PAQ25,25,0.96,1
E0399,P0399,CAJA100,100,0.94,1
E0400,P0400,CAJA48,48,0.85,1
E0401,P0401,CAJA48,48,0.95,1
E0402,P0402,PAQ50,50,0.97,1
E0403,P0403,PAQ50,50,0.95,1
E0404,P0404,PAQ50,50,0.84,1
E0405,P0405,PAQ50,50,0.85,1
E0406,P0406,PAQ10,10,0.85,1
E0407,P0407,PAQ25,25,0.87,1
E0408,P0408,CAJA12,12,0.92,1
E0409,P0409,PAQ50,50,0.83,1
E0410,P0410,PAQ50,50,0.90,1
E0411,P0411,PAQ50,50,0.95,1
E0412,P0412,CAJA48,48,0.89,1
E0413,P0413,CAJA100,100,0.92,1
E0414,P0414,CAJA12,12,0.89,1
E0415,P0415,CAJA100,100,0.97,1
E0416,P0416,CAJA12,12,0.88,1
E0417,P0417,PAQ20,20,0.94,1
E0418,P0418,CAJA48,48,0.95,1
E0419,P0419,CAJA12,12,0.89,1
E0420,P0420,PAQ20,20,0.91,1
E0421,P0421,CAJA12,12,0.82,1
E0422,P0422,CAJA100,100,0.91,1
E0423,P0423,PAQ20,20,0.94,1
E0424,P0424,PAQ20,20,0.86,1
E0425,P0425,PAQ10,10,0.87,1
E0426,P0426,PAQ50,50,0.95,1
E0427,P0427,PAQ25,25,0.91,1
E0428,P0428,PAQ10,10,0.90,1
E0429,P0429,PAQ25,25,0.89,1
E0430,P0430,PAQ20,20,0.91,1
E0431,P0431,PAQ25,25,0.92,1
E0432,P0432,CAJA12,12,0.96,1
E0433,P0433,CAJA100,100,0.91,1
E0434,P0434,PAQ10,10,0.84,1
E0435,P0435,CAJA24,24,0.91,1
E0436,P0436,PAQ10,10,0.83,1
E0437,P0437,PAQ25,25,0.82,1
E0438,P0438,CAJA48,48,0.90,1
E0439,P0439,CAJA24,24,0.82,1
E0440,P0440,CAJA24,24,0.88,1
E0441,P0441,CAJA48,48,0.89,1
E0442,P0442,CAJA100,100,0.92,1
E0443,P0443,PAQ50,50,0.84,1
E0444,P0444,PAQ50,50,0.95,1
E0445,P0445,CAJA48,48,0.85,1
E0446,P0446,CAJA12,12,0.86,1
E0447,P0447,PAQ50,50,0.89,1
E0448,P0448,PAQ10,10,0.90,1
E0449,P0449,PAQ10,10,0.85,1
E0450,P0450,CAJA24,24,0.84,1
E0451,P0451,PAQ50,50,0.84,1
E0452,P0452,CAJA100,100,0.91,1
E0453,P0453,CAJA12,12,0.92,1
E0454,P0454,CAJA48,48,0.85,1
E0455,P0455,PAQ20,20,0.90,1
E0456,P0456,PAQ20,20,0.92,1
E0457,P0457,CAJA48,48,0.89,1
E0458,P0458,CAJA48,48,0.96,1
E0459,P0459,CAJA100,100,0.85,1
E0460,P0460,PAQ20,20,0.93,1
E0461,P0461,CAJA24,24,0.92,1
E0462,P0462,PAQ10,10,0.82,1
E0463,P0463,PAQ25,25,0.92,1
E0464,P0464,CAJA48,48,0.83,1
E0465,P0465,CAJA12,12,0.93,1
E0466,P0466,PAQ50,50,0.91,1
E0467,P0467,PAQ10,10,0.94,1
E0468,P0468,PAQ10,10,0.88,1
E0469,P0469,CAJA48,48,0.94,1
E0470,P0470,CAJA48,48,0.94,1
E0471,P0471,PAQ25,25,0.95,1
E0472,P0472,PAQ25,25,0.93,1
E0473,P0473,CAJA12,12,0.86,1
E0474,P0474,PAQ25,25,0.97,1
E0475,P0475,PAQ25,25,0.85,1
E0476,P0476,PAQ20,20,0.97,1
E0477,P0477,PAQ25,25,0.91,1
E0478,P0478,PAQ20,20,0.92,1
E0479,P0479,PAQ25,25,0.93,1
E0480,P0480,CAJA100,100,0.85,1
E0481,P0481,PAQ10,10,0.85,1
E0482,P0482,CAJA100,100,0.95,1
E0483,P0483,PAQ25,25,0.92,1
E0484,P0484,PAQ20,20,0.84,1
E0485,P0485,CAJA24,24,0.91,1
E0486,P0486,CAJA48,48,0.84,1
E0487,P0487,PAQ20,20,0.87,1
E0488,P0488,CAJA48,48,0.91,1
E0489,P0489,CAJA100,100,0.89,1
E0490,P0490,PAQ20,20,0.83,1
E0491,P0491,CAJA100,100,0.96,1
E0492,P0492,PAQ50,50,0.92,1
E0493,P0493,PAQ50,50,0.94,1
E0494,P0494,CAJA24,24,0.90,1
E0495,P0495,CAJA24,24,0.87,1
E0496,P0496,CAJA24,24,0.83,1
E0497,P0497,PAQ20,20,0.94,1
E0498,P0498,CAJA24,24,0.83,1
E0499,P0499,PAQ50,50,0.89,1
E0500,P0500,CAJA24,24,0.95,1
E0501,P0501,PAQ10,10,0.91,1
E0502,P0502,CAJA100,100,0.84,1
E0503,P0503,CAJA48,48,0.82,1
E0504,P0504,CAJA100,100,0.93,1
E0505,P0505,PAQ10,10,0.94,1
E0506,P0506,PAQ10,10,0.89,1
E0507,P0507,CAJA12,12,0.90,1
E0508,P0508,PAQ25,25,0.89,1
E0509,P0509,PAQ20,20,0.90,1
E0510,P0510,PAQ50,50,0.88,1
E0511,P0511,PAQ10,10,0.87,1
E0512,P0512,CAJA12,12,0.96,1
E0513,P0513,CAJA12,12,0.84,1
E0514,P0514,CAJA100,100,0.97,1
E0515,P0515,CAJA100,100,0.96,1
E0516,P0516,CAJA100,100,0.87,1
E0517,P0517,PAQ50,50,0.88,1
E0518,P0518,CAJA24,24,0.84,1
E0519,P0519,CAJA100,100,0.95,1
E0520,P0520,CAJA12,12,0.95,1
E0521,P0521,PAQ50,50,0.92,1
E0522,P0522,CAJA24,24,0.93,1
E0523,P0523,PAQ20,20,0.90,1
E0524,P0524,CAJA100,100,0.92,1
E0525,P0525,PAQ10,10,0.83,1
E0526,P0526,CAJA12,12,0.86,1
E0527,P0527,PAQ10,10,0.84,1
E0528,P0528,PAQ20,20,0.94,1
E0529,P0529,CAJA100,100,0.83,1
E0530,P0530,PAQ25,25,0.91,1
E0531,P0531,PAQ20,20,0.84,1
E0532,P0532,CAJA100,100,0.94,1
E0533,P0533,CAJA48,48,0.88,1
E0534,P0534,CAJA12,12,0.92,1
E0535,P0535,PAQ20,20,0.94,1
E0536,P0536,CAJA12,12,0.85,1
E0537,P0537,CAJA48,48,0.93,1
E0538,P0538,CAJA100,100,0.84,1
E0539,P0539,CAJA24,24,0.86,1
E0540,P0540,CAJA100,100,0.94,1
E0541,P0541,CAJA48,48,0.84,1
E0542,P0542,CAJA48,48,0.91,1
E0543,P0543,CAJA48,48,0.85,1
E0544,P0544,PAQ20,20,0.86,1
E0545,P0545,CAJA48,48,0.96,1
E0546,P0546,CAJA48,48,0.84,1
E0547,P0547,PAQ50,50,0.96,1
E0548,P0548,CAJA12,12,0.89,1
E0549,P0549,PAQ25,25,0.90,1
E0550,P0550,CAJA48,48,0.94,1
E0551,P0551,CAJA12,12,0.91,1
E0552,P0552,CAJA24,24,0.87,1
E0553,P0553,PAQ50,50,0.96,1
E0554,P0554,CAJA48,48,0.82,1
E0555,P0555,CAJA12,12,0.85,1
E0556,P0556,PAQ20,20,0.95,1
E0557,P0557,PAQ25,25,0.96,1
E0558,P0558,CAJA12,12,0.96,1
E0559,P0559,CAJA100,100,0.87,1
E0560,P0560,PAQ50,50,0.85,1
E0561,P0561,CAJA24,24,0.87,1
E0562,P0562,PAQ10,10,0.93,1
E0563,P0563,CAJA12,12,0.88,1
E0564,P0564,CAJA48,48,0.86,1
E0565,P0565,CAJA12,12,0.90,1
E0566,P0566,PAQ10,10,0.90,1
E0567,P0567,CAJA48,48,0.91,1
E0568,P0568,CAJA100,100,0.95,1
E0569,P0569,PAQ20,20,0.93,1
E0570,P0570,PAQ25,25,0.92,1
E0571,P0571,CAJA48,48,0.94,1
E0572,P0572,CAJA24,24,0.87,1
E0573,P0573,PAQ20,20,0.90,1
E0574,P0574,PAQ50,50,0.94,1
E0575,P0575,CAJA100,100,0.82,1
E0576,P0576,PAQ25,25,0.95,1
E0577,P0577,PAQ20,20,0.92,1
E0578,P0578,PAQ25,25,0.91,1
E0579,P0579,CAJA24,24,0.90,1
E0580,P0580,PAQ10,10,0.83,1
E0581,P0581,PAQ50,50,0.85,1
E0582,P0582,CAJA100,100,0.96,1
E0583,P0583,CAJA100,100,0.92,1
E0584,P0584,PAQ20,20,0.91,1
E0585,P0585,PAQ50,50,0.89,1
E0586,P0586,PAQ20,20,0.89,1
E0587,P0587,PAQ25,25,0.83,1
E0588,P0588,CAJA48,48,0.85,1
E0589,P0589,PAQ50,50,0.85,1
E0590,P0590,CAJA12,12,0.86,1
E0591,P0591,PAQ10,10,0.91,1
E0592,P0592,PAQ20,20,0.96,1
E0593,P0593,PAQ20,20,0.89,1
E0594,P0594,PAQ50,50,0.84,1
E0595,P0595,PAQ10,10,0.86,1
E0596,P0596,PAQ50,50,0.95,1
E0597,P0597,PAQ25,25,0.82,1
E0598,P0598,PAQ25,25,0.90,1
E0599,P0599,CAJA48,48,0.95,1
E0600,P0600,PAQ20,20,0.90,1
E0601,P0309,CAJA48,48,0.81,1
E0602,P0206,PAQ50,50,0.91,1
E0603,P0326,CAJA48,48,0.84,1
E0604,P0063,PAQ50,50,0.93,1
E0605,P0320,CAJA24,24,0.84,1
E0606,P0129,PAQ50,50,0.85,1
E0607,P0506,CAJA12,12,0.86,1
E0608,P0160,PAQ50,50,0.79,1
E0609,P0276,CAJA48,48,0.85,1
E0610,P0137,PAQ10,10,0.90,1
E0611,P0294,PAQ10,10,0.88,1
E0612,P0322,CAJA100,100,0.88,1
E0613,P0535,CAJA24,24,0.82,1
E0614,P0157,CAJA48,48,0.87,1
E0615,P0045,PAQ25,25,0.93,1
E0616,P0087,PAQ10,10,0.80,1
E0617,P0424,PAQ25,25,0.78,1
E0618,P0596,PAQ20,20,0.81,1
E0619,P0330,PAQ25,25,0.83,1
E0620,P0356,PAQ10,10,0.92,1
E0621,P0057,PAQ25,25,0.84,1
E0622,P0086,PAQ10,10,0.87,1
E0623,P0366,CAJA24,24,0.92,1
E0624,P0399,PAQ10,10,0.93,1
E0625,P0150,PAQ25,25,0.84,1
E0626,P0328,CAJA48,48,0.80,1
E0627,P0285,PAQ10,10,0.91,1
E0628,P0135,CAJA24,24,0.90,1
E0629,P0337,PAQ25,25,0.78,1
E0630,P0250,PAQ20,20,0.84,1
E0631,P0313,CAJA24,24,0.86,1
E0632,P0093,PAQ50,50,0.89,1
E0633,P0136,CAJA48,48,0.86,1
E0634,P0420,CAJA48,48,0.92,1
E0635,P0022,CAJA48,48,0.83,1
E0636,P0466,CAJA24,24,0.92,1
